g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	Apache
		Individual Median F1: 0.8281512238714881
		Individual Median F1: 0.8339532771087296
		Individual Median F1: 0.83875799086758
		Individual Median F1: 0.8460076960076961
		Individual Median F1: 0.8460076960076961
		Individual Median F1: 0.821483664639117
		Individual Median F1: 0.8460076960076961
		Individual Median F1: 0.8460076960076961
		Individual Median F1: 0.8460076960076961
		Individual Median F1: 0.8472798085698067
		Individual Median F1: 0.8460076960076961
	Average F1 score:	0.8333311080985517
	Best Individual F1 score:	0.8460076960076961
	F1:	0.8460076960076961
	Extends:	0.7286100069712736
	Implements:	0.771934632491762
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.08279051751960616
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 85
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8475615887380592
		Individual Median F1: 0.8475615887380592
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8457215321209326
		Individual Median F1: 0.8475615887380592
		Individual Median F1: 0.8475615887380592
		Individual Median F1: 0.8475615887380592
		Individual Median F1: 0.8457215321209327
		Individual Median F1: 0.8457215321209326
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8438697179535368
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8391464676645921
		Individual Median F1: 0.8372946534971962
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8475615887380592
		Individual Median F1: 0.8475615887380592
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8438697179535368
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8372946534971962
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8475615887380593
		Individual Median F1: 0.8438697179535368
		Individual Median F1: 0.8457215321209327
		Individual Median F1: 0.8457215321209327
	Average F1 score:	0.8169166043168165
	Best Individual F1 score:	0.8457215321209327
	F1:	0.8457215321209327
	Extends:	0.7286100069712736
	Implements:	0.771934632491762
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.05522173788334098
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 86
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8481072522772604
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8504403587807946
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8481072522772604
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8481072522772604
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8481072522772604
		Individual Median F1: 0.8504403587807946
		Individual Median F1: 0.8481072522772604
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8481072522772604
		Individual Median F1: 0.8481072522772604
		Individual Median F1: 0.8504403587807946
		Individual Median F1: 0.8492016435221305
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8389872994652405
		Individual Median F1: 0.8420877659574468
		Individual Median F1: 0.8420877659574468
	Average F1 score:	0.8200204331502918
	Best Individual F1 score:	0.8481072522772604
	F1:	0.8481072522772604
	Extends:	0.7286100069712736
	Implements:	0.771934632491762
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.05522173788334098
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 87
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.807936297981535
		Individual Median F1: 0.807936297981535
		Individual Median F1: 0.807936297981535
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.8130461211154167
		Individual Median F1: 0.8109416698436904
		Individual Median F1: 0.807936297981535
		Individual Median F1: 0.8144294729660584
		Individual Median F1: 0.807936297981535
		Individual Median F1: 0.807936297981535
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8124986154493696
		Individual Median F1: 0.8124986154493696
	Average F1 score:	0.824050383973913
	Best Individual F1 score:	0.807936297981535
	F1:	0.807936297981535
	Extends:	0.7286100069712736
	Implements:	0.771934632491762
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.026390445916194327
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 88
		Individual Median F1: 0.8540295451221296
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.844995790620512
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.8477425078864352
		Individual Median F1: 0.8477425078864352
		Individual Median F1: 0.8431903425321046
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8477425078864353
		Individual Median F1: 0.8477425078864352
		Individual Median F1: 0.8495479559748427
		Individual Median F1: 0.8477425078864352
		Individual Median F1: 0.8431903425321046
	Average F1 score:	0.7957488946702674
	Best Individual F1 score:	0.8540295451221296
	F1:	0.8540295451221296
	Extends:	0.7286100069712736
	Implements:	0.771934632491762
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.6310763715012138
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.08279051751960616
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 89
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715027
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.852672378620971
		Individual Median F1: 0.8613018134715027
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715027
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715027
		Individual Median F1: 0.8630736203250851
		Individual Median F1: 0.8630736203250851
		Individual Median F1: 0.8630736203250851
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715027
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8583333333333334
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
		Individual Median F1: 0.8613018134715026
	Average F1 score:	0.8618290341778153
	Best Individual F1 score:	0.8613018134715027
	F1:	0.8613018134715027
	Extends:	0.7286100069712736
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.026390445916194327
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 90
		Individual Median F1: 0.8565268045001653
		Individual Median F1: 0.8477688898306581
		Individual Median F1: 0.8565268045001652
		Individual Median F1: 0.857509881422925
		Individual Median F1: 0.857509881422925
		Individual Median F1: 0.857509881422925
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8564935064935064
		Individual Median F1: 0.857509881422925
		Individual Median F1: 0.8578417765440667
		Individual Median F1: 0.857509881422925
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8565268045001653
		Individual Median F1: 0.8565268045001653
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.857509881422925
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8565268045001653
		Individual Median F1: 0.8552058280177072
		Individual Median F1: 0.8578417765440667
		Individual Median F1: 0.8578417765440667
	Average F1 score:	0.8418558149709018
	Best Individual F1 score:	0.8565268045001652
	F1:	0.8565268045001652
	Extends:	0.7286100069712736
	Implements:	0.771934632491762
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.05522173788334098
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 91
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.8405949315625424
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.8405949315625424
		Individual Median F1: 0.8451032644903398
		Individual Median F1: 0.8432748538011696
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.8432748538011696
		Individual Median F1: 0.8451032644903398
		Individual Median F1: 0.8405949315625423
		Individual Median F1: 0.8432748538011696
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.8432748538011696
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.8432748538011696
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.8451032644903398
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.8451032644903398
		Individual Median F1: 0.8405949315625424
		Individual Median F1: 0.8405949315625424
		Individual Median F1: 0.8405949315625424
		Individual Median F1: 0.8451032644903398
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.8451032644903398
		Individual Median F1: 0.842434988179669
		Individual Median F1: 0.8451032644903398
	Average F1 score:	0.8500831187449108
	Best Individual F1 score:	0.842434988179669
	F1:	0.842434988179669
	Extends:	0.7286100069712736
	Implements:	0.771934632491762
	Field:	0.49230000898976833
	Argument:	0.12887756107798803
	Returns:	0.8313314971041116
	LocalVar:	0.44431725660186705
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.07610762943641602
	OwnFieldUse:	0.3559553651188616
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.026390445916194327
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 92
		Individual Median F1: 0.844097222222222
		Individual Median F1: 0.8449957906205121
		Individual Median F1: 0.844097222222222
		Individual Median F1: 0.844097222222222
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.844097222222222
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8459256329113923
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.844097222222222
		Individual Median F1: 0.844097222222222
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.844097222222222
